,titles,label
13484,biiscuiitz Oh NOW you want to speak.  Hmph! Yess. I'm done puts me in my place. I'm actually listening to that now. Get out of my iTUNES!,0
25340,"Grr.  Have friend who is determined to massage me today (trade, he owes me). But he talks A LOT, bless'im.  Not in the mood, blehhh...  ",0
8130,Brunette MILF with athletic body gets facial,1
6436,Black teen got assfucked for the first time,1
734,mature,1
5195,amateur hot video,1
12129,nut_cookie i hope we won't be like them in a distant future ,0
3446,The drawback to this is that every picture I take with my phone is broadcast and is sent with the file name as text.  #AutomationAtaCost,0
15619,At a very cool movie theatre in sarasota. Last night at beach! ,0
24484,Lucky is not having a goot time til mommy takes me out  http://apps.facebook.com/dogbook/profile/view/6375212,0
11505,"BrandyandIce there not playing till 5.15, can't watch tho , it's on setanta ",0
22975,my stomach is hurting ,0
27095,GStuedler I NEED 5 MORE FOLLOWERS IF I WANT TO GET TO 100 ,0
4926,9:30PM! So I asked my teacher if I had to speak about my project and she said noo! I am so happy. I might have spewed up! ,0
4199,Swathi,1
2084,Trio con mia moglie scopata con amico napoletano,1
19494,LeGonz that guy snuck over there. I didn't get the invite! Hope you all have a freegin great time... ,0
12270,LaBellaLuLu the sunny day went away....  make it come back.,0
1377,shy teen porn casting,1
1881,for the second time my friend's latin mom wants sex without a condom,1
12250,why did i have to miss all the snow in denver? i wanna play in the snow. ,0
13517,"drewryanscott lol the 1st one is hilarious..yeah but anyway, enjoy yourself..I'm jealous of all those ppl who are gonna see you guys  lol",0
11759,Hot ride with a blonde teen,1
16869,"feliciaheartsDW totally jealous, I want to be at that party ",0
15585,"dannywood damn, i wish i could b there ",0
23180,"ahhh don't want to go back to school tomorrow  .. but the sooner i go back, the sooner it is til McFly xD",0
11689,nycgrl88 i wish i had sun - its raining where i am ,0
11837,Danacea me jealous now ,0
6947,arrombando o cu,1
13273,Brazilian likes to fuck,1
10629,"ohjennifer i told you your cars broke!! actually i probably jinxed it, im terrible at doing that, sorry barlow  whats happened now? xxx",0
13321,Brazzers- Kendra Lust fuck' s spouse's best friend,1
1428,Naughty mature lady LANA VEGAS desperately needs some young man to satisfy her cunt (German) → WHOLE SCENE for FREE → lana.erotik.com,1
4486,"Tony comes up with an alternative: if she gives him full access to her body, he’ll agree to let her stay without any rules. It’s a no brainer for Thalia once she sees what her stepbro is packing under his belt.",1
9609,Mature mom Deborah fucks her own pussy in her bedroom,1
27429,hates penalty shootouts ,0
5562,older couple group sex with teenager 449,1
11896,"bittenapple Yes, &amp; you aren't the first person to think so.   Adds credence to the fact that our virtual selves *are* extensions of us.",0
7765,Mature francaise sodomisee fistee avec ejac buccale pour casting porno amateur,1
13370,cant find her earphones ,0
4666,nursing student friend gives me a congratulatory blowjob for my recent promotion,1
3837,Sexy naked teenies sex,1
378,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,0
8891,Ugh.  Looks like the Blues might just lose this one too.  ,0
23354,ComedyQueen am only 14  lol and where do you live?,0
11770,Pretty blonde,1
13221,"Maurinho o Tio safadão que pegou sua Sobrinha d. apenas de calcinha branca com a bunda empinada querendo levar pica, ele não perdeu tempo e meteu com tudo na buceta da safada.",1
10740,Simon_0116 history. i cant be bothered tbh. yer not on msn ,0
11172,I think my Twitter is broken ,0
4989,Me Aprovecho de mi Media Hermana Mientras d.,1
15214,So turns out the 2nd gift I bought my roommate already got that too  but the baby outfits I also bought were a hit!,0
7995,Big dick in tight asshole,1
4286,Couple Of Teen Shoplifters Get Caught Stealing and End Up Having Sex With The Officer,1
22007,Inspiration is laughing at me ,0
10612,Son f. Milf Mom with big tits Cory Chase,1
11029,Konstpaus you're making me hungry! ,0
1468,"honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.",0
9125,Son Caught Mom On Tinder,1
29970,"- ... wide awake, but dont actually wanna go to school :S  xxx",0
589,"heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",0
17352,RosalieHalegirl Jasper cheating on me with Maria ,0
5129,Sexy blonde amateur rides her boyfriends cock in home video,1
17950,Just over an hour till the China GP starts. Sadly I will not be watching it live   #f1,0
6739,Melissa Gets Her Ass Filled With Yummy Smoothie,1
19484,Short stack oneshot :S I need a storyline ,0
12350,Susan professional blowjob session,1
15393,"QueenOfNewYork For sure, it's acting up today ",0
9325,the hardest decision.. what album will i take off my itouch cause i have no memory left  yay for 800 updates! haha,0
14058,gahh im at my brothers game ,0
28456,has left far too much stuff to do in the last week of hols... woops! Only 25 days left of 2nd year ,0
3265,Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!,0
10912,Big dick sucked by tiny teen,1
16436,riandawson wow. i wish i could've gone!  that sounds awesome. we couldn't get there.,0
12829,Housemaid tries to talk to her boss about his son.He thinks its all about money so gives her a raise.His son has found out and tells her she knows what to do to not get fired.Reluctantly she lets him lick her and she sucks him off before shes fucked,1
6273,Off to Geology class  super tired.,0
27168,Tryna figure this Twitter thing out!  ,0
2108,Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day ,0
10148,Big Booty White Girl Takes Huge Jamaican Pipe,1
10094,chick_fit Are you ok!? ,0
23936,want to see britney this summer but didnt get tickets   she is my role model  http://www.bebo.com/xxBritneyJeanSpearsx,0
22574,louislandon if you take a look at #amazonfail you'll know why. There's a principal in question ,0
6924,kvainas I like Jaques lu cont but linkie not working ,0
2768,going out sidee in dee cold. ,0
1633,Legal age teenager rides shlong on camera,1
11156,"Fearnecotton I'm revising  &amp; munching easter eggs.. could you play umm, Mystery Jets - 2 doors down or Kasabian club foot pleease xxx",0
29097,Cleaning my room ,0
13435,Impregnate me please,1
3166,J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x,0
27578,Quintuples over  bad Sunday.,0
29420,Still up cause there is something wrong with my daughter and i dont know whats wrong ,0
9271,filthyhandss - I feel the same way ,0
18022,gonna miss aids walk again....boo ,0
12712,Babestation hardcore Emily B fucked by big dick,1
15734,wanted to watch a movie with my friends tonight but theyre watching a 18+ movie and im scared  im soft,0
5364,Cuckold Sharing his Sexy and Insatiable Wife with Bull,1
20143,"cookiemonster82 no thankfully not today,but work tomorrow at 6am  Hoping for no rain because of my dead wipers!!!:/",0
7493,BANGBROS - Mia Malkova Perfectly Round Bubble Butt Gets The Attention It Deserves,1
77,18 year old b.,1
23107,djknucklehead ,0
1071,rootbeerfloats8 You hate Billy now?! ,0
3258,lauraEchilds fine I wont make it up to you  check your dm?,0
12074,intven not more football  enough already!,0
10943,"Just woke up, it was supposed to go shopping today but I've got too much homework so I'm not going  hate school... 61 days!",0
1701,homehiddencams1120,1
28331,i want an iphone ,0
5545,Insanely Hot Amateurs Fucking,1
12817,just got World of Goo for the Wii after having looked at it for a very long time. It's gorgeous but I'm stuck on the 4th level... ,0
320,Muscle guys team up on busty girl,1
10897,Simon says fuck!,1
2386,Fuckfest porn pictures,1
329,"Brazzers - Pornstars Like it Big -  Internet Outage Poundage scene starring Alexis Fawx, Brandi Love",1
3753,revjesse Ahahah   if only it were hot enough!! I want to work elsewhere... like stacking shelves in some grotty shop ,0
3870,"In France, Today it's raining ",0
5354,Slutty Wife Cheats His Hubby When He's Out,1
2916,Mi novia quería saber porque le dicen así a mi amigo,1
8455,Sitting at work wishing I was still on vacation. I had the whole month of March off and I had to come back to work. ,0
6146,American pornstar Alexis Texas gives blowjob in 69 position,1
1928,still spitting out stitches from that bone graft ,0
8050,Unusual nympho was taken in asshole asylum for awkward treatment,1
12477,"Sexy, Thick, Red-head Gets Massaged, Fucked, and Squirts",1
4304,wants sum food ,0
3460,I controlled her pussy with a remote vibrator on CamSusy.com - xxnx xxx-video videos-porno xxx-porno xvideos free porn video xxx-porn-videos xxx porno xnnx videos xxx xxx video iranian free sex xxx xhamster youporn xnxx-video teen-porn free-xxx-videos,1
6346,"GeoffField It tastes so bad, I just can't do it ",0
16451,Time to go fold laundry  have I mentioned how much I HATE laundry?  Well I DO!  Anyone got a laundry fairy to spare?,0
2277,boycotting work: on facebook's fashion war. ,0
22011,100th update. im at uni ,0
11747,Mum-Dad-Babysitting-Jerk-BJ-Anal-Facecum-Blond,1
8132,Gorgeous Brazilian Athlete Sophia Fiore Giving Head in the Gym,1
12510,Saving up is too hard! especially when Mathew Willaimson's line for H&amp;M starts thursday!  xo,0
9647,ate bean and cheese dip and tacos for dinner... sleeping next to steve will be stinky ,0
1441,Tried to fix hubby's computer. It didn't come with disks and now windows key won't work.  might have to buy it (like we can afford that),0
20954,cbf doing homework ! but i have to ,0
18078,I'm a newbie to twitter and I'm not sure what to make of it.  I really should be sleeping ,0
804,MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,0
21047,Awh sh*t! The sun is starting to rise  Home finaaally @ 6am. Another crazy night with virgiz my niz. Goodnight tweeps!,0
16542,Watching the Blazers getting their asses kicked ,0
23031,"Damn, my first day and already the office furniture is acting up! Stupid drawer is jammed ",0
21926,"zoeelouise  Nooooo! I'm sorry Mr. Bumblebee, I didn't mean it! He flew in just as I was closing the window! R.I.P. ",0
11024,Babe ins skinny bikini fucked by beach goer,1
19777,Is working again! (Planning) a teachers work is never done ,0
28557,is listening to some Keri Hilson while Studyn for Finals...ughhh it's that time of the semester ,0
9319,British milf Danielle is dildoing her creamy pussy,1
11302,Alexis Rain & Naejae,1
2996,Homework ,0
28987,KeithFollett Actually worse... ,0
9235,white Teen Dani Sex With  Stepdad,1
4452,"schizdazzle actually it done it all its self. it jumped off my lap, I did try to stop it ",0
8834,there was a little dead bird on our mat just outside our door today. He fell from the nest just after he came into the world....sad ,0
25262,billbeckett That's kind of near me in a way. Sweden. ,0
11126,has just been to royal worcester to buy stuff for the rents before it closes ,0
9415,Big bear fucks beautiful 19 year old tiny Asian teen.,1
8234,Aunt & Nephew's New Rules,1
1561,"hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family ",0
12066,Amazing bitch makes blowjob,1
19672,really happy i got to talk to phlegm after a looong time.... really misses him ,0
10735,brittthompson we will be stylin' today. at least my shoes because i still don't have a cool clippers shirt. ,0
5533,Slim amateur Teeny eager to  taste last drop of cum face after gettign fucked hard in cunt,1
16801,boomboxhearts  how come i haven't seen you,0
2863,Legal age teenager porn xxx clips,1
13706,"Just about to leave. Have a good Saturday night guys, i'll be studying all DAY tomorrow ",0
1187,AMATEUR EURO,1
149,onemoreproject that is lame ,0
1387,Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,0
23264,sconefiend missin' alla ya'll too   go to bed so we can &quot;brunch&quot; later!!!,0
4671,Amateur morning Blowjob,1
15398,cathyjo who needs a school library that is set for the 21st century? ,0
3880,"skooool   i hope for some reason it is SOOO MUCH fun, and like the best.  hehe",0
29641,jimjonescapo when u hittin the WEST COAST ...or did u already ,0
12698,TEENAGE MOM MASTURBATED ON WEBCAM WITH HER BIG BOOBS,1
5067,Lil legal age teenager sex episodes,1
7648,Big Group Sex with DP and Ass Fucking,1
13221,crystaljordan Just wait till you have to unpack. ,0
